LTER_site,local_site,year,date,site,plot,ACHMIL,ALLGEY,ANTMED,AREFEN,ARTSCO,bare,BISBIS,BISVIV,CALLEP,CAMROT,CAR_SP1,CARHET,CARNOV,CARSCO,CASOCC,CERARV,CHIJAM,DANINT,DESCAE,DRABA_SP1,DRACRA2,ERIMEL,ERIPIN,ERISIM,FESBRA,FORB_SP1,GEN_SP1,GENALG,GENAMA,GENPRO,GEUROS,GRASS_SP1,LEWPYG,lichen,litter,LLOSER,LUZSPI,MERLAN,MINOBT,moss,NOCFEN,PACCRO,PEDGRO,PHLALP,POA_SP1,POAALP,POAARC,POAGLA,POTDIV,PRIANG,RANADO,RHOINT,RHORHO,rock,SALIX_SP1,SAXRHO,SEDLAN,SELDEN,SIBPRO,SOLMUL,STELON,STEUMB,SWEPER,TRIPAR,TRISPI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2010,7/14/10,3,CXX,0,0,0,0,1,1,4,0,9,0,0,0,0,4,0,0,0,0,37,0,0,0,0,0,0,0,0,4,0,0,23,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2010,7/15/10,4,CAC,0,0,0,0,14,16,0.5,0,0,0,0,0,0,1,0.5,0,0,0,53,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2010,7/15/10,4,CAN,0,0,0,0,3,23,3,0,0,0,0,0,0,4,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2010,7/15/10,4,CAX,0,0,0,0,6,16,1,0,0,0,0,0,0,0.5,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2010,7/15/10,4,CBX,0,0,0,0,2,10,0.5,0,0,0,0,0,0,0.5,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,10,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2010,7/15/10,4,CDC,0,0,0,0,6,3,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,59,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2010,7/15/10,4,CDN,0,0,0,0,2,36,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2010,7/15/10,4,CDX,0,0,0,0,10,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0,35,0,1,0,8,6,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,1,0,0,13,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2010,7/15/10,4,CXC,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0.5,0,33,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2010,7/15/10,4,CXN,0,0,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2010,7/15/10,4,CXX,0,0,0,0,2,3,1,0,0.5,0,0,0,0,0,1,0,1,0,39,0,0,0,0,1,0,0,0,0,0,0,47,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2010,7/16/10,5,CAC,0,0,0,0,6,10,0.5,0,0,0,0,0,0,1,0,0,0,0,54,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2010,7/16/10,5,CAN,0.5,0,0,0,2,4,11,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.5,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2010,7/16/10,5,CAX,0,0,0,0,6,7,3,0,2,0,0,0,0,0,0,0,0,0,58,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2010,7/16/10,5,CBX,0,0,0,0,0.5,10,3,0,3,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2010,7/16/10,5,CDC,0,0,0,0,8,16,2,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,33,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2010,7/16/10,5,CDN,1,0,0,0,8,0,7,0,2,0,0,0,0,0.5,0,0,0,0,5,0,0,0,0,0,0.5,0,0,0,0,0,12,0,0.5,0,10,0,0,0,0,0,0,0,0,50,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2010,7/16/10,5,CDX,0,0,0,0,21,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,43,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2010,7/16/10,5,CXC,10,0,0,0,8,10,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.5,0,0,0,0,0,0,30,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2010,7/16/10,5,CXN,0,0,0,0,5,6,10,0,0,0,0,0,0,12,0,0,0,0,36,0,0,0,0,0.5,0,0,0,0.5,0,0,19,0,0.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2010,7/16/10,5,CXX,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0.5,0,0,0,0,0,0,47,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2010,7/21/10,6,CAC,0,0,0,0,13,24,4,0,0.5,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0.5,2,0,0,0,0,0,0,0,0,0,0,0.5,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2010,7/21/10,6,CAN,0,0,0,0,3,9,11,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0.5,0,10,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2010,7/21/10,6,CAX,0,0,0,0,7,8,2,0,0.5,0,0,0,0,0,0,0,0,0,63,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2010,7/21/10,6,CBX,0,0,0,2,5,8,3,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,0,1,1,0,0,0,0,0,24,0,0,0,7,0,0.5,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2010,7/21/10,6,CDC,0,0,0,0,12,27,0.5,0,0,0,0,0,0,0,0.5,0,0,0,2,0,0,0,0,7,0.5,0,0,0,0,0,35,0,0,0,8,4,4,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2010,7/21/10,6,CDN,0,0,0,0,8,22,12,0,0.5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,20,0,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2010,7/21/10,6,CDX,0,0,0,0.5,18,17,7,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,36,0,0,0,7,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2010,7/21/10,6,CXC,0,0,0,0,4,27,2,0.5,1,0,0,0,0,0.5,1,0,0,0,19,0,0,0,0,1,0,0,0,0.5,0,0,30,0,0,0,5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2010,7/21/10,6,CXN,0,0,0,0,0.5,9,18,0,0,0,0,0,0,6,0,0,0,0,55,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,11,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2010,7/21/10,6,CXX,0,0,0,0,3,6,2,0,0.5,0,0,0,0,14,1,0,0,0,25,0,0,0,0,0.5,0,0,0,0,0,0,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2010,7/28/10,7,CAC,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0.5,67,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2,0,0,0.5,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0.5,0,0,1,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2010,7/28/10,7,CAN,1,0,0,0,2,12,7,0,0,0,0,0,0,0,0,0,0,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2010,7/28/10,7,CAX,0,0,0,1,3,2,3,0,0,0,0.5,0,0,0,0,0,0,57,17,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,6,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2010,7/28/10,7,CBX,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0.5,54,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,1,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2010,7/28/10,7,CDC,0,0,0,0,9,18,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,11,0,0,0,0,0,0,0,0,0.5,0,0,0,0,5,0,0.5,0,0,0,0,0,0,0,4,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2010,7/28/10,7,CDN,0,0,0,0,5,15,5,0,0,0,3,0,0,7,0,0,0,9,2,0,0,0,0,0.5,0,0,0,0,0,0,20,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,9,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2010,7/28/10,7,CDX,0,0,0,0,7,6,2,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,5,0,0,0,0,0,0,38,0,0,0,1,6,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2010,7/28/10,7,CXC,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,4,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2010,7/28/10,7,CXN,6,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2010,7/28/10,7,CXX,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0.5,0,0,0,0,0,0,53,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2011,8/2/11,1,CAC,0,0,0,0,19,3,1,0,3,0,0,0,0,3,1,0,0,0,48,0,0,0,0,1,0.5,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2011,8/2/11,1,CAN,0,0,0,0,5,1,1,0,6,0,0,0,0,47,0,0,0,0,19,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2011,8/2/11,1,CAX,0,0,0,0,25,2,4,0.5,0.5,0,0,0,0,10,0.5,0,0,0,41,0,0,0,0,0.5,1,0,0,1,0,0,0,0,0,0,6,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2011,8/2/11,1,CBX,0,0,0,0,8,0.5,3,0,7,0,0,0,0,2,0.5,0,0,0,38,0,0,0,0,0.5,0,0,0,0.5,0,0,30,0,0,0,6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2011,8/2/11,1,CDC,0,0,0,0,6,6,2,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.5,0,0,5,0,0,44,0,0,0,10,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2011,8/2/11,1,CDN,0,0,0,0,2,0,0.5,0,1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,25,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2011,8/2/11,1,CDX,0,0,0,0,17,0,6,0.5,8,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,37,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2011,8/2/11,1,CXC,0,0,0,0,8,10,1,1,0.5,0,0,0,0,2,0.5,0,0,0,19,0,0,0,0,0.5,0.5,0,0,6,0,0,30,0,0,0,17,3,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2011,8/2/11,1,CXN,0,0,0,0,10,2,2,0,1,0,0,0,0,38,0.5,0,0,0,12,0,0,0,0,0,0.5,0,0,0.5,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2011,8/2/11,1,CXX,0,0,0,0,6,2,4,0,1,0,0,0,0,9,0.5,0,0,0,30,0,0,0,0,0,2,0,0,0,0,0,21,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2011,7/22/11,2,CAC,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2011,7/22/11,2,CAN,0,0,0,0,2,1,3,0,1,0,0,0,0,13,0,0,0,0,66,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2011,7/22/11,2,CAX,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2011,7/22/11,2,CBX,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,2,0,0,33,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2011,7/22/11,2,CDC,0,0,0,0,10,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,37,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2011,7/22/11,2,CDN,0,0,0,0,6,7,6,0,0,0,0,0,0,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,10,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2011,7/22/11,2,CDX,0,0,0,0,13,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,69,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2011,7/22/11,2,CXC,0,0,0,0,0.5,1,3,0,2,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,0,0,52,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
